"","camera","Cam_num","SD_num","PEPE_max_open_water","PEPE_max_developed_open_space","PEPE_max_developed_low_intensity","PEPE_max_developed_medium_inensity","PEPE_max_developed_high_intensity","PEPE_max_barren_land","PEPE_max_deciduous_forest","PEPE_max_evergreen_forest","PEPE_max_mixed_forest","PEPE_max_shrub_scrub","PEPE_max_grassland_herbaceous","PEPE_max_pasture_hay","PEPE_max_cultivated_crops","PEPE_max_woody_wetlands","PEPE_max_emergent_herbaceous_wetlands","PEPE_max_total_area","PEPE_max_p_open_water","PEPE_max_p_developed_open_space","PEPE_max_p_developed_low_intesnsity","PEPE_max_p_developed_medium_inensity","PEPE_max_p_developed_high_intensity","PEPE_max_p_barren_land","PEPE_max_p_deciduous_forest","PEPE_max_p_evergreen_forest","PEPE_max_p_mixed_forest","PEPE_max_p_shrub_scrub","PEPE_max_p_grassland_herbaceous","PEPE_max_p_pasture_hay","PEPE_max_p_cultivated_crops","PEPE_max_p_woody_wetlands","PEPE_max_p_emergent_herbaceous_wetlands","PEPE_max_total_developed","PEPE_max_total_forest","PEPE_max_percent_developed","PEPE_max_percent_forest","PEPE_min_open_water","PEPE_min_developed_open_space","PEPE_min_developed_low_intensity","PEPE_min_developed_medium_inensity","PEPE_min_developed_high_intensity","PEPE_min_barren_land","PEPE_min_deciduous_forest","PEPE_min_evergreen_forest","PEPE_min_mixed_forest","PEPE_min_shrub_scrub","PEPE_min_grassland_herbaceous","PEPE_min_pasture_hay","PEPE_min_cultivated_crops","PEPE_min_woody_wetlands","PEPE_min_emergent_herbaceous_wetlands","PEPE_min_total_area","PEPE_min_p_open_water","PEPE_min_p_developed_open_space","PEPE_min_p_developed_low_intesnsity","PEPE_min_p_developed_medium_inensity","PEPE_min_p_developed_high_intensity","PEPE_min_p_barren_land","PEPE_min_p_deciduous_forest","PEPE_min_p_evergreen_forest","PEPE_min_p_mixed_forest","PEPE_min_p_shrub_scrub","PEPE_min_p_grassland_herbaceous","PEPE_min_p_pasture_hay","PEPE_min_p_cultivated_crops","PEPE_min_p_woody_wetlands","PEPE_min_p_emergent_herbaceous_wetlands","PEPE_min_total_developed","PEPE_min_total_forest","PEPE_min_percent_developed","PEPE_min_percent_forest","ERDO_F_max_open_water","ERDO_F_max_developed_open_space","ERDO_F_max_developed_low_intensity","ERDO_F_max_developed_medium_inensity","ERDO_F_max_developed_high_intensity","ERDO_F_max_barren_land","ERDO_F_max_deciduous_forest","ERDO_F_max_evergreen_forest","ERDO_F_max_mixed_forest","ERDO_F_max_shrub_scrub","ERDO_F_max_grassland_herbaceous","ERDO_F_max_pasture_hay","ERDO_F_max_cultivated_crops","ERDO_F_max_woody_wetlands","ERDO_F_max_emergent_herbaceous_wetlands","ERDO_F_max_total_area","ERDO_F_max_p_open_water","ERDO_F_max_p_developed_open_space","ERDO_F_max_p_developed_low_intesnsity","ERDO_F_max_p_developed_medium_inensity","ERDO_F_max_p_developed_high_intensity","ERDO_F_max_p_barren_land","ERDO_F_max_p_deciduous_forest","ERDO_F_max_p_evergreen_forest","ERDO_F_max_p_mixed_forest","ERDO_F_max_p_shrub_scrub","ERDO_F_max_p_grassland_herbaceous","ERDO_F_max_p_pasture_hay","ERDO_F_max_p_cultivated_crops","ERDO_F_max_p_woody_wetlands","ERDO_F_max_p_emergent_herbaceous_wetlands","ERDO_F_max_total_developed","ERDO_F_max_total_forest","ERDO_F_max_percent_developed","ERDO_F_max_percent_forest","ERDO_F_min_open_water","ERDO_F_min_developed_open_space","ERDO_F_min_developed_low_intensity","ERDO_F_min_developed_medium_inensity","ERDO_F_min_developed_high_intensity","ERDO_F_min_barren_land","ERDO_F_min_deciduous_forest","ERDO_F_min_evergreen_forest","ERDO_F_min_mixed_forest","ERDO_F_min_shrub_scrub","ERDO_F_min_grassland_herbaceous","ERDO_F_min_pasture_hay","ERDO_F_min_cultivated_crops","ERDO_F_min_woody_wetlands","ERDO_F_min_emergent_herbaceous_wetlands","ERDO_F_min_total_area","ERDO_F_min_p_open_water","ERDO_F_min_p_developed_open_space","ERDO_F_min_p_developed_low_intesnsity","ERDO_F_min_p_developed_medium_inensity","ERDO_F_min_p_developed_high_intensity","ERDO_F_min_p_barren_land","ERDO_F_min_p_deciduous_forest","ERDO_F_min_p_evergreen_forest","ERDO_F_min_p_mixed_forest","ERDO_F_min_p_shrub_scrub","ERDO_F_min_p_grassland_herbaceous","ERDO_F_min_p_pasture_hay","ERDO_F_min_p_cultivated_crops","ERDO_F_min_p_woody_wetlands","ERDO_F_min_p_emergent_herbaceous_wetlands","ERDO_F_min_total_developed","ERDO_F_min_total_forest","ERDO_F_min_percent_developed","ERDO_F_min_percent_forest","ERDO_M_max_open_water","ERDO_M_max_developed_open_space","ERDO_M_max_developed_low_intensity","ERDO_M_max_developed_medium_inensity","ERDO_M_max_developed_high_intensity","ERDO_M_max_barren_land","ERDO_M_max_deciduous_forest","ERDO_M_max_evergreen_forest","ERDO_M_max_mixed_forest","ERDO_M_max_shrub_scrub","ERDO_M_max_grassland_herbaceous","ERDO_M_max_pasture_hay","ERDO_M_max_cultivated_crops","ERDO_M_max_woody_wetlands","ERDO_M_max_emergent_herbaceous_wetlands","ERDO_M_max_total_area","ERDO_M_max_p_open_water","ERDO_M_max_p_developed_open_space","ERDO_M_max_p_developed_low_intesnsity","ERDO_M_max_p_developed_medium_inensity","ERDO_M_max_p_developed_high_intensity","ERDO_M_max_p_barren_land","ERDO_M_max_p_deciduous_forest","ERDO_M_max_p_evergreen_forest","ERDO_M_max_p_mixed_forest","ERDO_M_max_p_shrub_scrub","ERDO_M_max_p_grassland_herbaceous","ERDO_M_max_p_pasture_hay","ERDO_M_max_p_cultivated_crops","ERDO_M_max_p_woody_wetlands","ERDO_M_max_p_emergent_herbaceous_wetlands","ERDO_M_max_total_developed","ERDO_M_max_total_forest","ERDO_M_max_percent_developed","ERDO_M_max_percent_forest","ERDO_M_min_open_water","ERDO_M_min_developed_open_space","ERDO_M_min_developed_low_intensity","ERDO_M_min_developed_medium_inensity","ERDO_M_min_developed_high_intensity","ERDO_M_min_barren_land","ERDO_M_min_deciduous_forest","ERDO_M_min_evergreen_forest","ERDO_M_min_mixed_forest","ERDO_M_min_shrub_scrub","ERDO_M_min_grassland_herbaceous","ERDO_M_min_pasture_hay","ERDO_M_min_cultivated_crops","ERDO_M_min_woody_wetlands","ERDO_M_min_emergent_herbaceous_wetlands","ERDO_M_min_total_area","ERDO_M_min_p_open_water","ERDO_M_min_p_developed_open_space","ERDO_M_min_p_developed_low_intesnsity","ERDO_M_min_p_developed_medium_inensity","ERDO_M_min_p_developed_high_intensity","ERDO_M_min_p_barren_land","ERDO_M_min_p_deciduous_forest","ERDO_M_min_p_evergreen_forest","ERDO_M_min_p_mixed_forest","ERDO_M_min_p_shrub_scrub","ERDO_M_min_p_grassland_herbaceous","ERDO_M_min_p_pasture_hay","ERDO_M_min_p_cultivated_crops","ERDO_M_min_p_woody_wetlands","ERDO_M_min_p_emergent_herbaceous_wetlands","ERDO_M_min_total_developed","ERDO_M_min_total_forest","ERDO_M_min_percent_developed","ERDO_M_min_percent_forest"
"1",1,22,4,457200,633600,299700,46800,5400,2700,17252100,4405500,535500,859500,351000,5785200,180900,7115400,1064700,38995200,1.17245199409158,1.62481536189069,0.768556129985229,0.120014771048744,0.0138478581979321,0.00692392909896603,44.2415989660266,11.2975443131462,1.3732459379616,2.20411742983752,0.900110782865583,14.8356720827179,0.463903249630724,18.2468611521418,2.73033604135894,985500,22193100,2.5272341211226,56.9123892171344,24300,0,0,0,0,0,2213100,1876500,102600,233100,27900,73800,0,1229400,216000,5996700,0.405222872579919,0,0,0,0,0,36.9052979138526,31.2922107158937,1.71094101755966,3.88713792585922,0.465255890739907,1.23067687227975,0,20.5012757016359,3.60198108959928,0,4192200,0,69.908449647306,0,0,0,0,0,0,444600,776700,52200,6300,2700,8100,0,180900,27900,1499400,0,0,0,0,0,0,29.6518607442977,51.8007202881152,3.48139255702281,0.420168067226891,0.180072028811525,0.540216086434574,0,12.0648259303721,1.86074429771909,0,1273500,0,84.9339735894358,0,0,0,0,0,0,200700,358200,28800,6300,0,4500,0,42300,8100,648900,0,0,0,0,0,0,30.9292649098474,55.2011095700416,4.43828016643551,0.970873786407767,0,0.693481276005548,0,6.51872399445215,1.24826629680999,0,587700,0,90.5686546463245,0,0,0,0,0,0,97200,171900,8100,0,0,4500,0,16200,2700,300600,0,0,0,0,0,0,32.3353293413174,57.185628742515,2.69461077844311,0,0,1.49700598802395,0,5.38922155688623,0.898203592814371,0,277200,0,92.2155688622755,0,0,0,0,0,0,78300,149400,7200,0,0,3600,0,10800,900,250200,0,0,0,0,0,0,31.294964028777,59.7122302158273,2.87769784172662,0,0,1.43884892086331,0,4.31654676258993,0.359712230215827,0,234900,0,93.8848920863309
"2",2,34,70,378000,708300,319500,56700,3600,7200,16779600,4094100,459900,920700,356400,5862600,316800,7452000,1274400,38989800,0.969484326670052,1.81662896449841,0.819445085637782,0.145422649000508,0.00923318406352431,0.0184663681270486,43.0358709200868,10.500438576243,1.17953926411523,2.36138682424634,0.914085222288906,15.0362402474493,0.812520197590139,19.1126910114953,3.2685471584876,1088100,21333600,2.79072988320022,54.715848760445,40500,71100,6300,900,0,0,2412000,1686600,127800,328500,18900,259200,0,903600,143100,5998500,0.675168792198049,1.18529632408102,0.105026256564141,0.0150037509377344,0,0,40.2100525131283,28.1170292573143,2.13053263315829,5.47636909227307,0.315078769692423,4.32108027006752,0,15.0637659414854,2.38559639909978,78300,4226400,1.3053263315829,70.4576144036009,20700,0,0,0,0,0,474300,775800,21600,112500,8100,53100,0,29700,3600,1499400,1.38055222088836,0,0,0,0,0,31.6326530612245,51.7406962785114,1.4405762304922,7.50300120048019,0.540216086434574,3.54141656662665,0,1.98079231692677,0.240096038415366,0,1271700,0,84.8139255702281,4500,0,0,0,0,0,235800,329400,5400,64800,0,2700,0,6300,0,648900,0.693481276005548,0,0,0,0,0,36.3384188626907,50.7628294036061,0.832177531206657,9.98613037447989,0,0.416088765603329,0,0.970873786407767,0,0,570600,0,87.9334257975035,0,0,0,0,0,0,79200,178200,5400,36900,0,0,0,0,0,299700,0,0,0,0,0,0,26.4264264264264,59.4594594594595,1.8018018018018,12.3123123123123,0,0,0,0,0,0,262800,0,87.6876876876877,0,0,0,0,0,0,54900,159300,5400,27900,0,0,0,0,0,247500,0,0,0,0,0,0,22.1818181818182,64.3636363636364,2.18181818181818,11.2727272727273,0,0,0,0,0,0,219600,0,88.7272727272727
"3",3,43,61,51300,1395900,131400,46800,7200,39600,16448400,6548400,3984300,314100,268200,2064600,3888000,3640500,162000,38990700,0.131569835883942,3.58008448168409,0.337003439281675,0.120028622209912,0.0184659418784479,0.101562680331464,42.1854442213143,16.7947741384484,10.2185905869861,0.805576714447291,0.687856334972186,5.29510883364495,9.97160861436189,9.33684186229024,0.415483692265079,1581300,26981100,4.05558248505413,69.1988089467488,900,208800,27900,8100,2700,0,2312100,2037600,611100,95400,27900,63000,473400,107100,23400,5999400,0.015001500150015,3.48034803480348,0.465046504650465,0.135013501350135,0.045004500450045,0,38.5388538853885,33.963396339634,10.1860186018602,1.59015901590159,0.465046504650465,1.05010501050105,7.89078907890789,1.78517851785179,0.39003900390039,247500,4960800,4.12541254125412,82.6882688268827,0,95400,16200,2700,1800,0,239400,867600,149400,28800,7200,20700,46800,22500,900,1499400,0,6.3625450180072,1.08043217286915,0.180072028811525,0.120048019207683,0,15.9663865546218,57.8631452581032,9.96398559423769,1.92076830732293,0.480192076830732,1.38055222088836,3.12124849939976,1.50060024009604,0.0600240096038415,116100,1256400,7.74309723889556,83.7935174069628,0,56700,3600,0,0,0,16200,487800,48600,0,0,11700,0,19800,900,645300,0,8.78661087866109,0.557880055788006,0,0,0,2.51046025104602,75.5927475592748,7.53138075313808,0,0,1.81311018131102,0,3.06834030683403,0.139470013947001,60300,552600,9.34449093444909,85.6345885634589,0,20700,900,0,0,0,900,262800,1800,0,0,5400,0,6300,900,299700,0,6.90690690690691,0.3003003003003,0,0,0,0.3003003003003,87.6876876876877,0.600600600600601,0,0,1.8018018018018,0,2.1021021021021,0.3003003003003,21600,265500,7.20720720720721,88.5885885885886,0,18000,900,0,0,0,0,219600,0,0,0,5400,0,2700,900,247500,0,7.27272727272727,0.363636363636364,0,0,0,0,88.7272727272727,0,0,0,2.18181818181818,0,1.09090909090909,0.363636363636364,18900,219600,7.63636363636364,88.7272727272727
"4",4,50,62,603900,1080000,58500,27900,0,10800,28231200,1687500,2043000,339300,167400,478800,0,4064400,202500,38995200,1.54865214180207,2.76957163958641,0.150018463810931,0.0715472673559823,0,0.0276957163958641,72.3966026587888,4.32745568685377,5.23910635155096,0.870107090103397,0.429283604135894,1.22784342688331,0,10.4228212703102,0.519294682422452,1166400,31961700,2.99113737075332,81.9631646971935,51300,145800,16200,14400,0,0,4785300,107100,108900,23400,12600,164700,0,547200,23400,6000300,0.854957252137393,2.4298785060747,0.269986500674966,0.23998800059997,0,0,79.7510124493775,1.78491075446228,1.81490925453727,0.389980500974951,0.209989500524974,2.74486275686216,0,9.11954402279886,0.389980500974951,176400,5001300,2.93985300734963,83.3508324583771,9000,17100,0,0,0,0,1299600,56700,62100,900,900,0,0,50400,0,1496700,0.601322910402886,1.14251352976548,0,0,0,0,86.8310282621768,3.78833433553818,4.14912808177992,0.0601322910402886,0.0601322910402886,0,0,3.36740829825616,0,17100,1418400,1.14251352976548,94.7684906794949,6300,0,0,0,0,0,549900,45000,33300,0,900,0,0,16200,0,651600,0.966850828729282,0,0,0,0,0,84.3922651933702,6.9060773480663,5.11049723756906,0,0.138121546961326,0,0,2.48618784530387,0,0,628200,0,96.4088397790055,5400,0,0,0,0,0,253800,29700,6300,0,0,0,0,4500,0,299700,1.8018018018018,0,0,0,0,0,84.6846846846847,9.90990990990991,2.1021021021021,0,0,0,0,1.5015015015015,0,0,289800,0,96.6966966966967,5400,0,0,0,0,0,212400,25200,900,0,0,0,0,4500,0,248400,2.17391304347826,0,0,0,0,0,85.5072463768116,10.1449275362319,0.36231884057971,0,0,0,0,1.81159420289855,0,0,238500,0,96.0144927536232
"5",5,51,83,558000,1440000,184500,110700,5400,18900,21068100,6156900,1418400,1144800,580500,372600,0,5821200,111600,38991600,1.43107746283815,3.6931031299049,0.473178838519066,0.283907303111439,0.0138491367371434,0.0484719785800018,54.0324069799649,15.7903240697996,3.63770658295633,2.9360169882744,1.48878219924291,0.955590434862894,0,14.9293694026406,0.28621549256763,1740600,28643400,4.46403840827255,73.4604376327209,17100,88200,0,0,0,0,2914200,1287900,151200,52200,75600,18000,0,1382400,13500,6000300,0.284985750712464,1.46992650367482,0,0,0,0,48.5675716214189,21.4639268036598,2.51987400629968,0.869956502174891,1.25993700314984,0.299985000749963,0,23.0388480575971,0.224988750562472,88200,4353300,1.46992650367482,72.5513724313784,9000,31500,0,0,0,0,468000,660600,49500,11700,20700,1800,0,237600,8100,1498500,0.600600600600601,2.1021021021021,0,0,0,0,31.2312312312312,44.0840840840841,3.3033033033033,0.780780780780781,1.38138138138138,0.12012012012012,0,15.8558558558559,0.540540540540541,31500,1178100,2.1021021021021,78.6186186186186,5400,22500,0,0,0,0,107100,406800,4500,10800,5400,1800,0,81900,4500,650700,0.829875518672199,3.45781466113416,0,0,0,0,16.4591977869986,62.5172890733057,0.691562932226833,1.6597510373444,0.829875518672199,0.276625172890733,0,12.5864453665284,0.691562932226833,22500,518400,3.45781466113416,79.6680497925311,2700,17100,0,0,0,0,18000,225900,0,0,1800,0,0,30600,3600,299700,0.900900900900901,5.70570570570571,0,0,0,0,6.00600600600601,75.3753753753754,0,0,0.600600600600601,0,0,10.2102102102102,1.2012012012012,17100,243900,5.70570570570571,81.3813813813814,900,16200,0,0,0,0,10800,191700,0,0,1800,0,0,23400,2700,247500,0.363636363636364,6.54545454545455,0,0,0,0,4.36363636363636,77.4545454545455,0,0,0.727272727272727,0,0,9.45454545454546,1.09090909090909,16200,202500,6.54545454545455,81.8181818181818
"6",6,27,0,70200,1556100,250200,125100,13500,105300,13970700,6671700,3279600,359100,398700,3493800,3762900,4787100,140400,38984400,0.180072028811525,3.99159663865546,0.641795179610306,0.320897589805153,0.0346292363099086,0.270108043217287,35.8366423492474,17.1137685843568,8.41259580755379,0.921137685843568,1.0227167790193,8.96204635700434,9.65232246744852,12.2795271954936,0.360144057623049,1944900,23922000,4.98891864438083,61.363006741158,5400,199800,17100,3600,0,0,1436400,1443600,618300,58500,44100,297900,783900,1071000,17100,5996700,0.090049527239982,3.33183250787933,0.285156836259943,0.060033018159988,0,0,23.9531742458352,24.0732402821552,10.3106708689779,0.975536545099805,0.735404472459853,4.96773225273901,13.0721897043374,17.8598229025964,0.285156836259943,220500,3498300,3.67702236229926,58.3370853969683,0,49500,900,1800,0,0,212400,616500,153000,7200,5400,52200,318600,81000,1800,1500300,0,3.29934013197361,0.0599880023995201,0.11997600479904,0,0,14.1571685662867,41.0917816436713,10.1979604079184,0.479904019196161,0.359928014397121,3.47930413917217,21.2357528494301,5.39892021595681,0.11997600479904,52200,981900,3.47930413917217,65.4469106178764,0,31500,0,1800,0,0,49500,315900,62100,0,5400,45000,126900,9900,900,648900,0,4.85436893203883,0,0.277392510402219,0,0,7.62829403606103,48.6823855755895,9.57004160887656,0,0.832177531206657,6.93481276005548,19.5561719833564,1.52565880721221,0.13869625520111,33300,427500,5.13176144244105,65.8807212205271,0,15300,0,0,0,0,3600,169200,35100,0,3600,24300,46800,1800,0,299700,0,5.10510510510511,0,0,0,0,1.2012012012012,56.4564564564565,11.7117117117117,0,1.2012012012012,8.10810810810811,15.6156156156156,0.600600600600601,0,15300,207900,5.10510510510511,69.3693693693694,0,9000,0,0,0,0,900,148500,29700,0,2700,24300,31500,0,0,246600,0,3.64963503649635,0,0,0,0,0.364963503649635,60.2189781021898,12.043795620438,0,1.09489051094891,9.85401459854015,12.7737226277372,0,0,9000,179100,3.64963503649635,72.6277372262774
"7",7,23,18,351000,594000,347400,72000,4500,7200,15327900,3954600,403200,774900,247500,7675200,908100,6943500,1382400,38993400,0.900152333471818,1.52333471818308,0.890920001846466,0.18464663250704,0.01154041453169,0.018464663250704,39.3089599778424,10.1417162904492,1.03402114203942,1.98725938235701,0.634722799242949,19.6833310252504,2.32885565249504,17.8068596223976,3.54521534413516,1017900,19685700,2.61044176706827,50.484697410331,35100,91800,6300,0,0,900,2458800,1751400,95400,216000,25200,144900,0,1030500,142200,5998500,0.585146286571643,1.53038259564891,0.105026256564141,0,0,0.0150037509377344,40.9902475618905,29.1972993248312,1.59039759939985,3.60090022505626,0.420105026256564,2.41560390097524,0,17.1792948237059,2.37059264816204,98100,4305600,1.63540885221305,71.7779444861215,9900,0,0,0,0,0,684000,428400,20700,25200,0,12600,0,265500,51300,1497600,0.661057692307692,0,0,0,0,0,45.6730769230769,28.6057692307692,1.38221153846154,1.68269230769231,0,0.841346153846154,0,17.7283653846154,3.42548076923077,0,1133100,0,75.6610576923077,5400,0,0,0,0,0,301500,221400,12600,10800,0,0,0,94500,4500,650700,0.829875518672199,0,0,0,0,0,46.3347164591978,34.0248962655602,1.93637621023513,1.6597510373444,0,0,0,14.5228215767635,0.691562932226833,0,535500,0,82.2959889349931,5400,0,0,0,0,0,143100,130500,900,900,0,0,0,18000,1800,300600,1.79640718562874,0,0,0,0,0,47.6047904191617,43.4131736526946,0.29940119760479,0.29940119760479,0,0,0,5.98802395209581,0.598802395209581,0,274500,0,91.3173652694611,5400,0,0,0,0,0,108900,119700,0,0,0,0,0,12600,1800,248400,2.17391304347826,0,0,0,0,0,43.8405797101449,48.1884057971014,0,0,0,0,0,5.07246376811594,0.72463768115942,0,228600,0,92.0289855072464
"8",8,52,9,234900,1091700,116100,42300,9900,900,22333500,528300,215100,1312200,212400,8017200,55800,3649500,1164600,38984400,0.602548711792409,2.80035090959461,0.297811432265214,0.108504940437714,0.025394773293933,0.00230861575399391,57.2882999353588,1.35515744759442,0.551759165204543,3.36596176932311,0.544833317942562,20.5651491365777,0.143134176747622,9.36143688244529,2.98734878566811,1260000,23076900,3.23206205559147,59.1952165481577,116100,67500,900,900,0,0,3911400,108900,17100,113400,32400,511200,0,863100,260100,6003000,1.93403298350825,1.12443778110945,0.0149925037481259,0.0149925037481259,0,0,65.1574212893553,1.81409295352324,0.284857571214393,1.88905547226387,0.539730134932534,8.51574212893553,0,14.3778110944528,4.3328335832084,69300,4037400,1.1544227886057,67.256371814093,26100,0,0,0,0,0,1163700,0,2700,32400,13500,56700,0,130500,75600,1501200,1.73860911270983,0,0,0,0,0,77.5179856115108,0,0.179856115107914,2.15827338129496,0.899280575539568,3.77697841726619,0,8.69304556354916,5.03597122302158,0,1166400,0,77.6978417266187,11700,0,0,0,0,0,534600,0,0,0,2700,900,0,90900,10800,651600,1.79558011049724,0,0,0,0,0,82.0441988950276,0,0,0,0.414364640883978,0.138121546961326,0,13.9502762430939,1.65745856353591,0,534600,0,82.0441988950276,0,0,0,0,0,0,240300,0,0,0,0,0,0,49500,5400,295200,0,0,0,0,0,0,81.4024390243902,0,0,0,0,0,0,16.7682926829268,1.82926829268293,0,240300,0,81.4024390243902,0,0,0,0,0,0,206100,0,0,0,0,0,0,38700,5400,250200,0,0,0,0,0,0,82.3741007194245,0,0,0,0,0,0,15.4676258992806,2.15827338129496,0,206100,0,82.3741007194245
"9",9,32,9,495000,960300,73800,44100,900,6300,28132200,1458000,1870200,267300,229500,1401300,0,3780000,269100,38988000,1.26962142197599,2.46306555863343,0.189289012003693,0.113111726685134,0.0023084025854109,0.0161588180978763,72.1560480147738,3.73961218836565,4.79686057248384,0.685595567867036,0.588642659279778,3.59418282548476,0,9.69529085872576,0.690212373037858,1079100,31460400,2.76777469990766,80.6925207756233,16200,198900,1800,900,0,0,4560300,328500,325800,81000,900,10800,0,441000,32400,5998500,0.27006751687922,3.31582895723931,0.0300075018754689,0.0150037509377344,0,0,76.0240060015004,5.47636909227307,5.43135783945986,1.3503375843961,0.0150037509377344,0.180045011252813,0,7.35183795948987,0.54013503375844,201600,5214600,3.36084021005251,86.9317329332333,3600,67500,0,0,0,0,1075500,129600,94500,39600,0,1800,0,86400,900,1499400,0.240096038415366,4.50180072028812,0,0,0,0,71.7286914765906,8.64345738295318,6.30252100840336,2.64105642256903,0,0.120048019207683,0,5.76230492196879,0.0600240096038415,67500,1299600,4.50180072028812,86.6746698679472,3600,1800,0,0,0,0,553500,26100,33300,6300,0,1800,0,22500,900,649800,0.554016620498615,0.277008310249307,0,0,0,0,85.180055401662,4.01662049861496,5.12465373961219,0.969529085872576,0,0.277008310249307,0,3.46260387811634,0.138504155124654,1800,612900,0.277008310249307,94.3213296398892,0,1800,0,0,0,0,267300,18000,9900,0,0,900,0,1800,0,299700,0,0.600600600600601,0,0,0,0,89.1891891891892,6.00600600600601,3.3033033033033,0,0,0.3003003003003,0,0.600600600600601,0,1800,295200,0.600600600600601,98.4984984984985,0,1800,0,0,0,0,224100,14400,7200,0,0,0,0,0,0,247500,0,0.727272727272727,0,0,0,0,90.5454545454545,5.81818181818182,2.90909090909091,0,0,0,0,0,0,1800,245700,0.727272727272727,99.2727272727273
"10",10,35,14,84600,1609200,205200,102600,5400,17100,19923300,7466400,1808100,1448100,672300,376200,0,5169600,102600,38990700,0.216974817071763,4.12713800983311,0.526279343535766,0.263139671767883,0.013849456408836,0.0438566119613139,51.0975694204002,19.1491817279505,4.63725965422524,3.71396256030284,1.72425732290008,0.964845463148905,0,13.2585462687256,0.263139671767883,1922400,29197800,4.9304064815456,74.884010802576,18900,323100,84600,31500,1800,0,1650600,2669400,169200,184500,64800,12600,0,786600,5400,6003000,0.314842578710645,5.38230884557721,1.40929535232384,0.524737631184408,0.0299850074962519,0,27.496251874063,44.4677661169415,2.81859070464768,3.07346326836582,1.07946026986507,0.209895052473763,0,13.1034482758621,0.0899550224887556,441000,4489200,7.34632683658171,74.7826086956522,0,117900,11700,2700,0,0,423000,786600,32400,51300,12600,1800,0,63000,0,1503000,0,7.84431137724551,0.778443113772455,0.179640718562874,0,0,28.1437125748503,52.3353293413174,2.15568862275449,3.41317365269461,0.838323353293413,0.119760479041916,0,4.19161676646707,0,132300,1242000,8.80239520958084,82.6347305389222,0,49500,900,0,0,0,149400,400500,9900,14400,0,0,0,24300,0,648900,0,7.62829403606103,0.13869625520111,0,0,0,23.0235783633842,61.7198335644938,1.52565880721221,2.21914008321775,0,0,0,3.74479889042996,0,50400,559800,7.76699029126214,86.2690707350902,0,12600,0,0,0,0,75600,182700,8100,8100,0,0,0,13500,0,300600,0,4.19161676646707,0,0,0,0,25.1497005988024,60.7784431137725,2.69461077844311,2.69461077844311,0,0,0,4.49101796407186,0,12600,266400,4.19161676646707,88.622754491018,0,8100,0,0,0,0,61200,155700,8100,6300,0,0,0,11700,0,251100,0,3.2258064516129,0,0,0,0,24.3727598566308,62.0071684587814,3.2258064516129,2.5089605734767,0,0,0,4.6594982078853,0,8100,225000,3.2258064516129,89.6057347670251
